,RV_15s,RV_2min,RV_5min,RV_10min,RV_15min,DR,RK,open,high,low,close
2015-09-04,0.001081067,0.000586376,0.000647615,0.000503487,0.000418239,0.024552305,0.000364464,48.102,48.818,47.634,48.404
2015-09-08,0.001011535,0.000711142,0.000639879,0.00068378,0.000702134,0.020722138,0.000241372,49.01,49.832,48.81,49.68
2015-09-09,0.000985326,0.000463399,0.000295946,0.000311824,0.000355011,0.02366826,0.000269259,50.546,50.85,49.6606,49.7506
2015-09-10,0.000761697,0.000401319,0.000264202,0.000323128,0.000244678,0.021323746,0.000360132,49.4065,50.14598,49.088,49.67326
2015-09-11,0.000472678,0.00025294,0.000172429,0.000135162,0.000153373,0.022183585,0.000153012,49.442,50.048,48.94998,50.026
2015-09-14,0.000602557,0.00027904,0.000206825,0.000166711,0.00025907,0.018177989,0.000209106,50.294,50.85,49.934,50.628
2015-09-15,0.000415194,0.000305467,0.000233314,0.00027368,0.000295717,0.020234771,0.000241707,50.528,50.92,49.9,50.698
2015-09-16,0.000527342,0.00034537,0.000321864,0.000439251,0.000280518,0.039098992,0.000311818,50.602,52.576,50.56,52.45
2015-09-17,0.000766347,0.000420588,0.000415515,0.000384252,0.000323079,0.018321239,0.000334356,52.79998,53.1,52.136,52.428
2015-09-18,0.000741766,0.000559871,0.000448458,0.00058071,0.000433234,0.024270038,0.000276414,51.56,52.76528,51.50008,52.162
2015-09-21,0.00196014,0.001831606,0.001422515,0.001597007,0.001714096,0.05978722,0.001435578,52.79998,54.312,51.16,52.83
2015-09-22,0.001143113,0.000784492,0.000600235,0.000565411,0.000385099,0.032108021,0.000365767,51.70734,52.84,51.17036,52.204
2015-09-23,0.000456838,0.000279797,0.000204816,0.000179531,0.000137343,0.017304697,0.000188355,52.416,52.416,51.51676,52.21202
2015-09-24,0.000747442,0.000412533,0.000328823,0.000301034,0.000249837,0.027668004,0.000328451,51.906,52.68398,51.2463,52.632
2015-09-25,0.000746209,0.000424835,0.000320962,0.000290829,0.000299835,0.041298165,0.000248946,53.312,53.39,51.23,51.40568
2015-09-28,0.000960065,0.000663316,0.000671493,0.000544603,0.000867914,0.052187128,0.00065925,51.408,51.958,49.316,49.6753
2015-09-29,0.001019729,0.000839567,0.000824864,0.00106066,0.000646905,0.037110493,0.000819389,50.092,50.946,49.09002,49.35198
2015-09-30,0.001995367,0.001428421,0.000971433,0.000936888,0.000571472,0.040673432,0.001143793,50.4,50.48,48.468,49.6555
2015-10-01,0.001116601,0.000802632,0.000812205,0.000700056,0.000763649,0.047839862,0.00066667,49.528,49.75,47.426,47.97398
2015-10-02,0.001184366,0.000816016,0.000747003,0.000600624,0.000496053,0.053013497,0.00061177,47.1,49.5441,46.986,49.4984
2015-10-05,0.000700964,0.000381295,0.00035113,0.000334209,0.000449278,0.023199891,0.000292949,49.768,49.972,48.826,49.21002
2015-10-06,0.001338836,0.000848202,0.000953607,0.00087973,0.001062168,0.030248191,0.000470157,48.1,48.5815,47.134,48.29202
2015-10-07,0.004008867,0.000956497,0.001564865,0.001485292,0.00143611,0.036763491,0.00070545,47.33,47.54,45.824,46.3664
2015-10-08,0.001064155,0.000901004,0.000777794,0.000648928,0.000774001,0.047000509,0.000725145,46.014,46.392,44.262,45.30002
2015-10-09,0.001684257,0.000831839,0.001246831,0.001404802,0.001412572,0.037529026,0.00048302,44.104,45.344,43.67382,44.135
2015-10-12,0.000684088,0.000316265,0.000308724,0.000280315,0.00027318,0.035233873,0.000332315,44.542,44.598,43.054,43.1185
2015-10-13,0.001024363,0.000898595,0.00050385,0.000384723,0.000421893,0.052504553,0.000771453,42.798,44.5044,42.228,43.838
2015-10-14,0.000839944,0.000443557,0.000336999,0.000296007,0.000352122,0.025300401,0.000395902,44.032,44.19,43.086,43.37798
